Institution Name,Department,Program Name,College,City Location of Institution (HD2018),State Abbreviation (HD2018),Institution's Internet Website Address (HD2018),Longitude Location of Institution (HD2018),Latitude Location of Institution (HD2018),Institution Size Category (HD2018),Total price for in-state students living on campus 2018-19 (DRVIC2018)
University of California-Irvine,HUMANITIES,"History, B.A.",School of Humanities ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,HUMANITIES,"Philosophy, B.A.",School of Humanities ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,HUMANITIES,"Religious Studies, B.A.",School of Humanities ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,HUMANITIES,Undeclared/Humanities,School of Humanities ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,MATHEMATICS,"Mathematics, B.S.",School of Physical Sciences ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,PHYSICAL SCIENCES,"Applied Physics, B.S.",School of Physical Sciences ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,PHYSICAL SCIENCES,"Chemistry, B.S.",School of Physical Sciences ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,PHYSICAL SCIENCES,"Earth System Science, B.S.",School of Physical Sciences ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,PHYSICAL SCIENCES,"Environmental Science and Policy, B.A.",School of Physical Sciences ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,PHYSICAL SCIENCES,"Physics, B.S.",School of Physical Sciences ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,PHYSICAL SCIENCES,Undeclared/Physical Sciences,School of Physical Sciences ,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,SOCIAL SCIENCES,"Education Sciences, B.A.",School of Education,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,SOCIAL SCIENCES,"Criminology, Law and Society, B.A.",School of Social Ecology,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,SOCIAL SCIENCES,"Psychology and Social Behavior, B.A.",School of Social Ecology,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,SOCIAL SCIENCES,"Social Ecology, B.A.",School of Social Ecology,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,SOCIAL SCIENCES,Undeclared/Social Ecology,School of Social Ecology,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,SOCIAL SCIENCES,"Anthropology, B.A.",School of Social Sciences,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,SOCIAL SCIENCES,"Cognitive Sciences, B.S.",School of Social Sciences,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,SOCIAL SCIENCES,"Economics, B.A.",School of Social Sciences,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,SOCIAL SCIENCES,"International Studies, B.A.",School of Social Sciences,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,SOCIAL SCIENCES,"Language Science, B.A.",School of Social Sciences,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,SOCIAL SCIENCES,"Political Science, B.A.",School of Social Sciences,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,SOCIAL SCIENCES,"Psychology, B.A, B.S.",School of Social Sciences,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,SOCIAL SCIENCES,"Social Policy and Public Service, B.A.",School of Social Sciences,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,SOCIAL SCIENCES,"Sociology, B.A.",School of Social Sciences,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,SOCIAL SCIENCES,Undeclared Majors,School of Social Sciences,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Irvine,SPECIAL PROGRAMS,Undeclared,,Irvine,CA,www.uci.edu/,-117.841248,33.648434,5,34261
University of California-Los Angeles,"AGRICULTURE, NATURAL RESOURCES AND ENVIRONMENTAL STUDIES","Chemistry, B.S.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,"AGRICULTURE, NATURAL RESOURCES AND ENVIRONMENTAL STUDIES","Chemistry/Material Science, B.S.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,"AGRICULTURE, NATURAL RESOURCES AND ENVIRONMENTAL STUDIES","Earth and Environmental Science, B.A.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,"AGRICULTURE, NATURAL RESOURCES AND ENVIRONMENTAL STUDIES","Ecology, Behavior, and Evolution, B.S.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,"AGRICULTURE, NATURAL RESOURCES AND ENVIRONMENTAL STUDIES","Environmental Science, B.S.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,"AGRICULTURE, NATURAL RESOURCES AND ENVIRONMENTAL STUDIES","Geography/Environmental Studies, B.A.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,ARCHITECTURAL AND ENVIRONMENTAL DESIGN AND PLANNING,"Architectural Studies, B.A. ",School of the Arts and Architecture ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,"ART—APPLIED, FINE, PERFORMING AND ART HISTORY","Art History, B.A.",College of Letters and Science,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,"ART—APPLIED, FINE, PERFORMING AND ART HISTORY","Art, B.A.",School of the Arts and Architecture ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,"ART—APPLIED, FINE, PERFORMING AND ART HISTORY","Dance, B.A.",School of the Arts and Architecture ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,"ART—APPLIED, FINE, PERFORMING AND ART HISTORY","Design | Media Arts, B.A.",School of the Arts and Architecture ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,"ART—APPLIED, FINE, PERFORMING AND ART HISTORY","World Arts and Cultures, B.A.",School of the Arts and Architecture ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,"ART—APPLIED, FINE, PERFORMING AND ART HISTORY","Ethnomusicology, B.A.",Herb Alpert School of Music ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,"ART—APPLIED, FINE, PERFORMING AND ART HISTORY","Global Jazz Studies, B.A.",Herb Alpert School of Music ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,"ART—APPLIED, FINE, PERFORMING AND ART HISTORY","Music Composition, B.A.",Herb Alpert School of Music ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,"ART—APPLIED, FINE, PERFORMING AND ART HISTORY","Music Education, B.A.",Herb Alpert School of Music ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,"ART—APPLIED, FINE, PERFORMING AND ART HISTORY","Music (Performance), B.A.",Herb Alpert School of Music ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,"ART—APPLIED, FINE, PERFORMING AND ART HISTORY","Musicology, B.A.",Herb Alpert School of Music ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,"ART—APPLIED, FINE, PERFORMING AND ART HISTORY","Film and Television, B.A.","School of Theater, Film, and Television ",Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,"ART—APPLIED, FINE, PERFORMING AND ART HISTORY","Theater, B.A.","School of Theater, Film, and Television ",Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,BIOLOGICAL AND LIFE SCIENCES,"Biochemistry, B.S.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,BIOLOGICAL AND LIFE SCIENCES,"Biology, B.S.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,BIOLOGICAL AND LIFE SCIENCES,"Biophysics, B.S.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,BIOLOGICAL AND LIFE SCIENCES,"Chemistry, B.S.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,BIOLOGICAL AND LIFE SCIENCES,"Computational and Systems Biology (Pre), B.S.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,BIOLOGICAL AND LIFE SCIENCES,"Ecology, Behavior, and Evolution, B.S.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,BIOLOGICAL AND LIFE SCIENCES,"Human Biology and Society (Pre), B.A./B.S.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,BIOLOGICAL AND LIFE SCIENCES,"Marine Biology, B.S.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,BIOLOGICAL AND LIFE SCIENCES,"Microbiology, Immunology, and Molecular Genetics, B.S.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,BIOLOGICAL AND LIFE SCIENCES,"Molecular, Cell, and Developmental Biology, B.S. ",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,BIOLOGICAL AND LIFE SCIENCES,"Neuroscience, B.S.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,BIOLOGICAL AND LIFE SCIENCES,"Physiological Science, B.S.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,BIOLOGICAL AND LIFE SCIENCES,"Psychobiology (Pre), B.S.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,BIOLOGICAL AND LIFE SCIENCES,Undeclared/Life Science,College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,BUSINESS AND MANAGEMENT,"Business Economics (Pre), B.A.",College of Letters and Science,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,COMMUNICATION,"Communication, B.A.",College of Letters and Science,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,ENGINEERING AND COMPUTER SCIENCE ,"Engineering Geology, B.S.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,ENGINEERING AND COMPUTER SCIENCE ,"Linguistics and Computer Science, B.A.",Henry Samueli School of Engineering and Applied Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,ENGINEERING AND COMPUTER SCIENCE ,"Aerospace Engineering, B.S.",Henry Samueli School of Engineering and Applied Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,ENGINEERING AND COMPUTER SCIENCE ,"Bioengineering, B.S.",Henry Samueli School of Engineering and Applied Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,ENGINEERING AND COMPUTER SCIENCE ,"Chemical Engineering, B.S.",Henry Samueli School of Engineering and Applied Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,ENGINEERING AND COMPUTER SCIENCE ,"Civil Engineering, B.S.",Henry Samueli School of Engineering and Applied Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,ENGINEERING AND COMPUTER SCIENCE ,"Computer Engineering, B.S.",Henry Samueli School of Engineering and Applied Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,ENGINEERING AND COMPUTER SCIENCE ,"Computer Science, B.S.",Henry Samueli School of Engineering and Applied Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,ENGINEERING AND COMPUTER SCIENCE ,"Computer Science and Engineering, B.S.",Henry Samueli School of Engineering and Applied Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,ENGINEERING AND COMPUTER SCIENCE ,"Electrical Engineering, B.S.",Henry Samueli School of Engineering and Applied Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,ENGINEERING AND COMPUTER SCIENCE ,"Materials Engineering, B.S.",Henry Samueli School of Engineering and Applied Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,ENGINEERING AND COMPUTER SCIENCE ,"Mechanical Engineering, B.S.",Henry Samueli School of Engineering and Applied Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,ENGINEERING AND COMPUTER SCIENCE ,Undeclared/Engineering and Applied Science,Henry Samueli School of Engineering and Applied Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,ETHNIC AND AREA STUDIES,"African American Studies, B.A.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,ETHNIC AND AREA STUDIES,"African and Middle Eastern Studies (Pre), B.A.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,ETHNIC AND AREA STUDIES,"American Indian Studies, B.A.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,ETHNIC AND AREA STUDIES,"Ancient Near East and Egyptology, B.A.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,ETHNIC AND AREA STUDIES,"Asian American Studies, B.A.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,ETHNIC AND AREA STUDIES,"Asian Humanities, B.A.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,ETHNIC AND AREA STUDIES,"Asian Religions, B.A.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,ETHNIC AND AREA STUDIES,"Asian Studies (Pre), B.A.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,ETHNIC AND AREA STUDIES,"Chicana and Chicano Studies, B.A.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,ETHNIC AND AREA STUDIES,"European Studies (Pre), B.A.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,ETHNIC AND AREA STUDIES,"Gender Studies, B.A.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,ETHNIC AND AREA STUDIES,"Iranian Studies, B.A.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,ETHNIC AND AREA STUDIES,"Jewish Studies, B.A.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,ETHNIC AND AREA STUDIES,"Latin American Studies (Pre), B.A.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,ETHNIC AND AREA STUDIES,"Linguistics, Applied, B.A.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,ETHNIC AND AREA STUDIES,"Linguistics and Anthropology, B.A.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,ETHNIC AND AREA STUDIES,"Middle Eastern Studies, B.A.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
